Website,Reinecke’s ,NewScore
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
235,7.125,
236,2.555555556,
236,2.555555556,
236,2.555555556,
236,2.555555556,
236,2.555555556,
237,4.384615385,
237,4.384615385,
237,4.384615385,
237,4.384615385,
237,4.384615385,
237,4.384615385,
237,4.384615385,
238,3.125,
238,3.125,
238,3.125,
238,3.125,
238,3.125,
238,3.125,
239,3.111111111,
239,3.111111111,
240,4.714285714,
240,4.714285714,
240,4.714285714,
241,4.923076923,
241,4.923076923,
241,4.923076923,
241,4.923076923,
241,4.923076923,
241,4.923076923,
241,4.923076923,
241,4.923076923,
242,6.5,
243,5,
243,5,
244,4.571428571,
244,4.571428571,
244,4.571428571,
244,4.571428571,
244,4.571428571,
244,4.571428571,
244,4.571428571,
245,4.75,
245,4.75,
245,4.75,
245,4.75,
245,4.75,
247,4.25,
247,4.25,
247,4.25,
247,4.25,
247,4.25,
247,4.25,
247,4.25,
248,4.571428571,
248,4.571428571,
248,4.571428571,
248,4.571428571,
248,4.571428571,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
249,4.090909091,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
250,5.75,
251,4.363636364,
251,4.363636364,
251,4.363636364,
251,4.363636364,
251,4.363636364,
251,4.363636364,
252,4.125,
252,4.125,
252,4.125,
252,4.125,
252,4.125,
252,4.125,
252,4.125,
252,4.125,
252,4.125,
252,4.125,
252,4.125,
252,4.125,
253,5,
253,5,
253,5,
253,5,
253,5,
254,4,
254,4,
254,4,
254,4,
254,4,
255,4.444444444,
255,4.444444444,
255,4.444444444,
255,4.444444444,
255,4.444444444,
257,4.5,
257,4.5,
257,4.5,
257,4.5,
257,4.5,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
258,4.285714286,
259,2.25,
259,2.25,
259,2.25,
259,2.25,
260,4.818181818,
260,4.818181818,
260,4.818181818,
260,4.818181818,
260,4.818181818,
260,4.818181818,
260,4.818181818,
260,4.818181818,
261,4.222222222,
261,4.222222222,
261,4.222222222,
261,4.222222222,
261,4.222222222,
261,4.222222222,
262,5,
262,5,
262,5,
262,5,
262,5,
262,5,
263,5.416666667,
263,5.416666667,
263,5.416666667,
263,5.416666667,
264,3.333333333,
264,3.333333333,
264,3.333333333,
264,3.333333333,
264,3.333333333,
264,3.333333333,
264,3.333333333,
264,3.333333333,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
265,5.25,
266,5.538461538,
266,5.538461538,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
267,3.888888889,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
268,5.25,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
269,7.0625,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
270,6,
271,5.5,
271,5.5,
273,3,
274,5.3,
274,5.3,
274,5.3,
274,5.3,
274,5.3,
274,5.3,
274,5.3,
274,5.3,
274,5.3,
275,4.133333333,
275,4.133333333,
275,4.133333333,
275,4.133333333,
275,4.133333333,
275,4.133333333,
276,6.333333333,
276,6.333333333,
276,6.333333333,
276,6.333333333,
276,6.333333333,
276,6.333333333,
276,6.333333333,
277,4.333333333,
277,4.333333333,
277,4.333333333,
277,4.333333333,
277,4.333333333,
277,4.333333333,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
278,4.416666667,
279,2.727272727,
279,2.727272727,
279,2.727272727,
279,2.727272727,
279,2.727272727,
279,2.727272727,
280,4,
280,4,
280,4,
281,4.75,
281,4.75,
281,4.75,
281,4.75,
281,4.75,
281,4.75,
281,4.75,
281,4.75,
282,5.6,
282,5.6,
282,5.6,
282,5.6,
282,5.6,
283,5,
283,5,
283,5,
283,5,
284,3.636363636,
284,3.636363636,
284,3.636363636,
284,3.636363636,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
286,5.9,
287,4.466666667,
287,4.466666667,
287,4.466666667,
287,4.466666667,
287,4.466666667,
287,4.466666667,
287,4.466666667,
287,4.466666667,
287,4.466666667,
287,4.466666667,
287,4.466666667,
289,3.933333333,
289,3.933333333,
289,3.933333333,
289,3.933333333,
289,3.933333333,
289,3.933333333,
289,3.933333333,
289,3.933333333,
289,3.933333333,
289,3.933333333,
289,3.933333333,
290,4.5,
290,4.5,
290,4.5,
290,4.5,
291,4.6,
291,4.6,
291,4.6,
291,4.6,
291,4.6,
291,4.6,
291,4.6,
291,4.6,
292,4.285714286,
292,4.285714286,
292,4.285714286,
292,4.285714286,
293,3.636363636,
293,3.636363636,
294,4.923076923,
294,4.923076923,
294,4.923076923,
294,4.923076923,
294,4.923076923,
294,4.923076923,
294,4.923076923,
294,4.923076923,
295,4.166666667,
295,4.166666667,
295,4.166666667,
295,4.166666667,
295,4.166666667,
295,4.166666667,
295,4.166666667,
297,5.7,
297,5.7,
297,5.7,
297,5.7,
297,5.7,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
298,6.4,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
299,6.363636364,
300,2.8,
300,2.8,
300,2.8,
300,2.8,
300,2.8,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
302,6.454545455,
303,3.5,
303,3.5,
303,3.5,
304,2.888888889,
304,2.888888889,
304,2.888888889,
304,2.888888889,
304,2.888888889,
304,2.888888889,
305,4,
305,4,
305,4,
305,4,
305,4,
305,4,
306,5.090909091,
306,5.090909091,
306,5.090909091,
306,5.090909091,
306,5.090909091,
306,5.090909091,
306,5.090909091,
306,5.090909091,
306,5.090909091,
306,5.090909091,
306,5.090909091,
306,5.090909091,
307,2.125,
307,2.125,
307,2.125,
307,2.125,
310,5.3125,
310,5.3125,
310,5.3125,
311,2.928571429,
311,2.928571429,
311,2.928571429,
312,2.727272727,
312,2.727272727,
312,2.727272727,
312,2.727272727,
312,2.727272727,
313,3,
313,3,
313,3,
313,3,
313,3,
314,2.25,
314,2.25,
314,2.25,
314,2.25,
314,2.25,
315,3.375,
315,3.375,
315,3.375,
315,3.375,
315,3.375,
315,3.375,
315,3.375,
315,3.375,
315,3.375,
315,3.375,
316,5.833333333,
316,5.833333333,
316,5.833333333,
317,4.583333333,
317,4.583333333,
317,4.583333333,
317,4.583333333,
317,4.583333333,
317,4.583333333,
317,4.583333333,
317,4.583333333,
318,3.05,
318,3.05,
318,3.05,
318,3.05,
318,3.05,
318,3.05,
318,3.05,
318,3.05,
318,3.05,
319,3.818181818,
319,3.818181818,
319,3.818181818,
319,3.818181818,
319,3.818181818,
319,3.818181818,
319,3.818181818,
319,3.818181818,
319,3.818181818,
319,3.818181818,
319,3.818181818,
319,3.818181818,
320,5.5,
320,5.5,
320,5.5,
320,5.5,
320,5.5,
320,5.5,
320,5.5,
320,5.5,
320,5.5,
320,5.5,
321,4.636363636,
321,4.636363636,
321,4.636363636,
321,4.636363636,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
322,4.294117647,
323,2.272727273,
323,2.272727273,
323,2.272727273,
323,2.272727273,
323,2.272727273,
323,2.272727273,
323,2.272727273,
324,3.75,
324,3.75,
324,3.75,
324,3.75,
324,3.75,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
326,4,
327,3.4,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
328,4.615384615,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
329,4.916666667,
330,4.888888889,
330,4.888888889,
330,4.888888889,
330,4.888888889,
330,4.888888889,
330,4.888888889,
330,4.888888889,
330,4.888888889,
331,5.642857143,
331,5.642857143,
331,5.642857143,
331,5.642857143,
331,5.642857143,
331,5.642857143,
331,5.642857143,
331,5.642857143,
332,3.666666667,
332,3.666666667,
332,3.666666667,
332,3.666666667,
332,3.666666667,
332,3.666666667,
332,3.666666667,
332,3.666666667,
332,3.666666667,
332,3.666666667,
332,3.666666667,
333,3.666666667,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
334,5.909090909,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
335,6.888888889,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
336,5.333333333,
337,6.384615385,
337,6.384615385,
337,6.384615385,
337,6.384615385,
337,6.384615385,
337,6.384615385,
337,6.384615385,
337,6.384615385,
337,6.384615385,
337,6.384615385,
338,5.125,
338,5.125,
338,5.125,
338,5.125,
338,5.125,
338,5.125,
338,5.125,
338,5.125,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
339,6.846153846,
340,5.2,
340,5.2,
340,5.2,
340,5.2,
340,5.2,
340,5.2,
340,5.2,
340,5.2,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
341,6.454545455,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
342,6.272727273,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
343,5.818181818,
344,5.416666667,
344,5.416666667,
345,5.615384615,
345,5.615384615,
345,5.615384615,
345,5.615384615,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
346,5.7,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
347,6.25,
348,3.285714286,
348,3.285714286,
348,3.285714286,
348,3.285714286,
348,3.285714286,
348,3.285714286,
348,3.285714286,
348,3.285714286,
349,4.3,
349,4.3,
349,4.3,
349,4.3,
349,4.3,
349,4.3,
349,4.3,
349,4.3,
349,4.3,
349,4.3,
349,4.3,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w0,5.714285714,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w1,5.888888889,
w10,3.4,
w10,3.4,
w10,3.4,
w11,5.25,
w11,5.25,
w11,5.25,
w11,5.25,
w11,5.25,
w11,5.25,
w11,5.25,
w11,5.25,
w14,6.833333333,
w14,6.833333333,
w14,6.833333333,
w14,6.833333333,
w14,6.833333333,
w14,6.833333333,
w15,5.142857143,
w16,5.25,
w16,5.25,
w16,5.25,
w16,5.25,
w16,5.25,
w17,5.333333333,
w17,5.333333333,
w17,5.333333333,
w17,5.333333333,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w18,6.363636364,
w19,4.333333333,
w19,4.333333333,
w19,4.333333333,
w19,4.333333333,
w19,4.333333333,
w19,4.333333333,
w19,4.333333333,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w2,7.5,
w4,4.7,
w4,4.7,
w4,4.7,
w4,4.7,
w4,4.7,
w4,4.7,
w4,4.7,
w5,6.333333333,
w5,6.333333333,
w5,6.333333333,
w5,6.333333333,
w5,6.333333333,
w5,6.333333333,
w5,6.333333333,
w5,6.333333333,
w8,4.882352941,
w8,4.882352941,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
w9,7.166666667,
