63,77
170,63
170,236
165,170
165,5
165,330
322,165
322,139
322,235
2,322
89,2
89,260
154,89
154,341
154,55
154,28
154,29
122,154
122,141
122,244
122,43
122,177
122,w19
317,122
317,255
258,317
258,34
258,265
258,174
258,315
258,49
w5,w10
332,w5
332,30
332,160
37,332
37,144
37,199
37,77
228,37
228,36
228,250
228,150
228,254
228,306
228,163
228,330
228,38
228,191
228,328
228,261
228,136
228,234
228,25
228,182
228,103
228,123
228,159
228,134
228,220
228,178
228,244
19,76
19,328
19,323
w16,19
w16,78
w16,149
184,w16
184,59
184,70
199,184
199,150
199,326
199,2
113,199
113,261
207,113
207,108
207,55
207,218
207,267
172,207
172,80
172,92
172,67
172,36
172,210
172,211
172,109
172,286
172,66
302,172
177,328
335,177
338,335
338,197
338,97
145,338
w9,145
w9,332
w9,65
w9,306
w9,224
w9,125
w9,266
w9,213
w9,223
w9,289
w9,24
w9,273
w9,276
w9,248
w9,w4
w9,321
w9,56
w9,162
w9,305
w9,189
w9,128
w9,207
w9,206
w9,187
w9,29
254,63
340,254
340,136
w18,340
w18,277
w18,61
w18,269
w18,123
w18,w11
w18,70
w18,149
w18,311
w18,95
w18,5
w18,29
w18,22
w18,283
w18,134
w18,315
w18,222
w18,181
w18,30
w18,21
w18,141
332,w18
332,185
332,44
158,332
158,322
37,158
37,19
209,0
199,209
106,199
106,28
106,7
106,341
106,241
106,213
106,14
106,160
106,147
106,227
106,177
106,25
106,280
106,203
106,219
106,237
106,304
231,106
231,247
231,78
231,322
231,120
231,212
231,19
231,174
231,347
231,123
231,50
231,223
121,32
121,27
89,121
89,306
89,241
89,167
89,198
89,164
89,22
89,14
89,251
89,292
89,286
89,w19
89,122
89,49
89,313
89,134
89,235
89,153
89,61
89,315
89,98
89,160
89,37
89,41
89,w5
89,45
343,89
343,44
343,30
183,160
348,183
140,348
140,24
286,140
286,122
286,287
286,164
w9,286
w9,295
w9,55
w9,162
w9,w11
w9,w17
w9,204
w9,64
w9,336
w9,258
w9,26
w9,179
w9,321
w9,260
w9,197
w9,233
w9,170
w9,349
w9,17
w9,275
w9,264
w9,175
w9,223
269,158
269,95
269,220
269,32
269,14
278,269
278,310
278,1
278,159
278,162
278,77
278,97
278,230
278,222
278,11
278,318
278,244
278,33
278,73
278,143
278,105
334,278
334,43
334,221
334,247
334,67
334,267
334,336
334,66
334,225
334,277
335,292
335,20
335,219
338,335
265,338
265,145
265,111
265,279
265,55
265,125
265,319
265,212
265,131
265,264
265,1
265,113
265,192
265,318
265,183
265,289
265,242
265,321
265,282
265,199
265,60
265,166
265,239
265,18
265,22
265,70
265,204
130,254
121,130
286,121
286,163
286,82
286,255
286,w14
286,345
286,140
286,249
286,257
286,195
286,341
286,152
286,317
286,10
286,62
286,271
286,174
286,192
286,190
286,80
286,90
286,24
286,331
286,79
286,220
286,322
286,202
286,217
286,234
200,281
200,299
200,348
200,282
200,279
200,221
200,306
200,315
200,298
200,123
200,137
200,38
200,88
200,251
200,43
200,259
200,304
200,139
200,119
200,284
200,28
200,234
200,144
200,215
200,319
200,336
200,186
200,258
200,85
200,349
200,90
169,154
224,169
224,157
297,224
w0,297
w0,276
w0,304
w0,295
w0,182
w0,107
w0,83
w0,106
w0,275
w0,148
w0,244
w0,174
w0,7
w0,283
w0,39
w0,160
w0,w4
w0,35
w0,180
w0,122
w0,196
w0,w18
w0,223
w0,313
w0,185
w0,343
w0,115
231,159
231,106
339,231
339,193
339,145
339,223
339,185
339,203
339,23
339,160
339,305
339,227
339,137
339,190
339,0
339,306
339,109
339,173
339,49
339,267
339,244
339,179
339,279
339,328
339,46
339,69
339,269
339,300
339,58
339,257
339,237
211,270
211,196
211,131
172,211
172,92
172,w14
172,39
172,185
172,268
172,115
172,15
172,113
172,245
172,43
172,160
172,118
172,72
172,99
172,56
172,18
172,328
172,119
172,81
172,215
172,23
103,172
103,132
103,269
103,3
103,89
103,223
40,w8
40,46
40,137
73,40
73,214
73,313
326,73
326,318
326,166
326,93
326,204
326,62
326,7
326,w9
326,162
326,197
326,208
326,251
326,90
37,326
37,255
37,170
37,236
37,23
37,238
37,w0
37,228
37,339
37,49
37,22
37,337
235,316
235,183
235,135
235,55
235,291
250,235
250,240
250,198
250,245
250,180
250,188
250,39
250,42
250,60
250,27
250,15
w1,250
w1,241
w1,72
w1,300
w1,24
w1,277
w1,79
w1,255
w1,151
w1,189
w1,264
w1,w5
w1,214
297,w1
297,44
57,290
238,57
233,238
125,233
125,191
125,10
125,258
125,190
125,94
45,125
45,257
45,143
45,260
45,108
337,45
278,337
278,320
278,348
278,109
278,323
278,1
278,314
124,278
124,165
124,235
124,153
124,28
124,119
124,345
124,w10
124,0
160,190
43,160
43,168
43,167
299,43
299,264
299,w19
299,235
299,262
299,230
299,199
299,w0
299,233
299,112
299,30
299,211
299,61
299,130
299,131
299,266
299,219
299,35
299,312
299,251
299,21
299,191
299,340
299,169
299,9
299,172
299,177
w4,264
w4,259
343,w4
343,238
343,336
343,274
343,114
343,202
343,w17
343,281
331,343
331,287
331,100
w9,331
w9,303
w9,122
w9,252
w9,30
w9,156
w9,104
w2,w9
w2,54
w2,5
w2,187
w2,172
w2,38
w2,324
45,w2
328,45
w14,328
w14,119
149,315
149,95
149,20
149,257
149,248
149,262
149,189
w9,149
w9,180
w9,276
w9,265
w9,143
w9,38
w9,211
w9,148
w9,338
w9,198
w9,199
w9,73
w9,130
w9,322
w9,319
w9,259
w9,99
w9,w10
w9,43
w9,313
w9,112
w9,348
w9,235
w9,214
66,163
66,189
228,66
228,104
228,91
228,270
228,317
207,228
207,148
207,133
207,238
207,151
135,207
135,156
135,147
135,248
241,135
302,241
302,10
302,130
302,289
302,223
302,59
302,186
302,128
302,343
302,178
302,60
302,262
302,205
302,190
154,41
349,154
349,213
349,114
349,19
349,136
349,229
268,349
268,142
268,73
268,65
268,113
268,261
268,52
268,247
268,192
268,314
268,274
268,w11
268,199
268,203
268,147
268,320
268,193
207,268
207,307
207,277
207,51
207,148
207,54
w18,207
241,318
250,241
250,207
250,140
99,250
99,101
99,346
99,234
99,294
99,5
99,335
44,99
44,326
44,287
44,322
44,311
44,26
44,198
44,133
44,338
44,337
44,304
44,264
44,11
44,307
44,109
44,348
44,169
44,21
44,33
44,63
11,92
11,168
11,231
11,170
329,11
329,86
337,329
45,337
45,143
45,236
45,237
269,45
269,55
269,49
269,291
269,132
269,251
269,134
269,194
269,43
269,106
269,186
269,147
269,108
269,191
269,228
269,141
269,243
269,152
269,102
269,221
281,170
186,281
298,186
298,1
302,298
302,w2
302,260
302,183
302,137
26,302
26,131
26,89
26,194
26,191
26,228
26,122
26,5
26,114
26,15
26,27
26,139
26,323
26,w4
26,76
26,86
347,26
347,235
347,198
347,295
347,343
347,105
262,237
93,262
93,318
268,93
268,193
268,312
268,336
268,90
268,76
268,247
268,0
268,70
268,184
268,24
268,102
268,86
181,268
181,132
181,267
302,181
302,114
302,144
302,349
302,337
302,345
302,207
302,78
w18,302
w18,304
w18,168
w18,85
77,27
77,46
77,318
77,235
77,264
77,279
234,77
234,284
234,176
234,184
328,234
328,267
328,202
328,304
328,109
328,191
328,13
328,54
233,328
233,250
233,305
233,144
233,78
233,142
335,233
335,281
335,66
335,249
335,103
335,86
263,335
185,76
185,107
185,15
185,195
185,55
185,180
185,24
129,185
129,148
129,67
129,270
129,204
129,1
129,156
129,54
129,58
129,184
129,187
129,303
129,41
129,189
129,92
129,136
334,129
334,158
334,60
334,108
334,253
334,261
334,342
172,334
139,223
169,139
169,347
130,169
130,336
130,267
130,106
142,130
142,w19
142,326
142,348
142,278
142,153
142,271
142,331
142,323
142,190
142,58
142,167
142,125
142,101
142,108
231,142
231,299
231,238
231,300
231,95
231,135
231,314
231,195
231,162
19,1
228,19
228,93
228,147
228,204
268,228
268,135
268,213
268,145
268,311
268,306
268,286
268,265
268,195
268,289
268,7
268,103
268,37
268,94
268,278
268,218
268,347
268,219
268,176
268,305
268,26
268,38
268,192
268,290
268,139
268,25
260,48
249,260
249,189
249,82
249,67
249,339
249,320
249,196
249,8
249,w5
249,213
249,312
249,90
249,234
249,157
249,257
249,29
182,249
182,235
182,122
182,253
182,190
182,322
182,293
182,24
182,270
182,282
182,36
182,215
182,141
182,262
108,321
67,108
67,86
67,w16
67,76
172,67
172,13
172,20
172,w5
172,102
172,182
172,56
172,159
172,329
172,332
172,227
172,98
172,217
172,134
172,348
172,237
172,63
89,172
89,160
89,120
89,19
89,275
89,258
340,89
340,9
340,91
