278,83
320,278
320,217
320,82
336,320
336,330
336,178
336,209
281,336
265,281
265,13
230,265
230,303
230,51
230,188
230,65
230,310
230,224
230,134
230,21
230,49
230,76
230,105
230,145
230,345
120,230
120,74
120,154
120,17
120,163
204,120
299,206
299,314
299,104
299,307
299,w15
299,136
299,29
299,252
299,195
299,336
299,w14
299,161
299,101
299,276
299,114
299,253
299,155
299,132
299,92
299,13
299,137
299,320
299,25
299,277
299,295
299,228
299,315
299,312
299,237
299,72
299,269
192,247
192,318
2,192
322,2
322,101
211,322
211,w17
211,91
211,149
211,25
211,7
211,65
211,131
211,181
211,109
211,130
211,w9
211,193
222,211
222,43
306,222
306,298
252,306
252,248
252,156
252,323
252,305
252,22
252,111
252,w11
252,282
86,30
86,252
86,36
152,86
152,33
152,153
267,152
267,146
267,56
267,161
267,159
267,128
342,267
342,76
342,261
342,205
342,74
346,342
346,283
346,149
346,15
346,186
346,291
270,346
270,248
270,223
270,172
270,315
270,274
270,104
270,w17
335,191
201,335
201,326
w2,201
w2,163
w2,320
w2,302
w2,281
w2,188
w2,121
w2,11
26,w2
26,46
26,306
26,35
26,174
26,131
26,28
26,69
26,134
203,26
203,300
203,119
203,193
203,41
203,323
203,255
203,186
346,203
212,346
212,2
172,149
172,229
172,206
172,316
172,183
172,335
172,54
172,82
172,226
172,188
172,115
172,123
172,315
298,172
298,211
298,58
298,41
298,43
298,284
298,158
298,108
298,100
298,112
298,106
298,29
298,319
298,18
298,w19
298,w5
298,160
298,45
95,280
45,95
94,45
94,60
286,94
286,261
286,182
286,172
258,286
258,70
258,1
258,88
258,86
258,63
258,223
258,69
258,139
258,146
258,18
258,137
258,123
258,247
258,331
258,275
258,176
258,333
258,161
258,326
258,46
258,101
258,159
162,277
162,66
162,115
287,162
287,8
287,54
287,60
287,194
287,108
228,287
228,w4
228,330
341,228
341,91
341,36
341,275
341,270
341,34
341,164
341,133
341,77
341,223
341,19
341,113
341,136
341,219
341,213
341,290
341,241
341,w2
341,243
137,85
137,284
33,137
33,17
33,219
33,18
33,39
33,253
347,33
347,131
347,96
51,347
51,76
51,223
51,263
328,51
337,328
337,151
286,337
286,w8
286,188
286,63
339,286
339,183
339,150
339,251
274,339
274,244
274,191
274,170
274,94
199,310
199,291
169,199
169,147
172,169
172,50
346,172
341,346
341,220
341,292
341,139
341,81
341,165
341,342
341,153
341,289
341,193
341,236
341,293
341,219
341,184
341,260
341,51
341,122
341,150
341,132
341,317
341,247
341,335
341,177
341,30
343,314
343,264
w1,343
w1,267
w1,317
w1,122
w1,169
w1,282
w1,218
w1,133
w1,179
330,w1
330,132
329,330
329,175
329,315
329,34
329,278
329,137
329,191
329,86
329,295
329,37
329,76
329,223
329,323
329,339
329,146
329,111
329,205
329,326
76,184
76,340
342,76
342,178
342,69
342,55
80,342
80,290
211,80
117,211
117,108
270,117
270,306
270,164
279,270
154,279
213,154
188,213
188,144
188,349
188,42
339,188
339,92
339,95
339,237
339,48
339,335
339,150
339,267
339,172
339,260
160,202
118,160
118,244
118,295
118,143
118,14
118,205
118,48
118,245
118,139
118,105
118,96
118,157
118,119
118,177
118,2
118,5
118,291
118,207
89,118
89,283
89,78
89,142
89,268
89,141
342,89
342,150
342,8
342,229
342,339
342,101
85,38
93,85
235,93
235,330
235,27
235,30
235,197
286,235
286,249
286,19
286,315
286,226
269,286
269,215
269,322
269,258
269,32
269,15
269,292
269,174
130,269
130,160
130,136
130,291
130,18
130,140
130,220
130,208
130,11
130,165
125,130
151,128
151,98
21,151
154,21
154,319
154,300
154,174
74,154
74,179
74,72
74,17
328,74
328,88
328,w19
328,226
328,42
182,328
182,122
182,34
182,259
269,182
269,101
269,224
269,267
269,312
269,263
269,189
269,258
269,99
269,48
269,111
37,287
37,320
37,165
37,299
37,146
37,106
37,21
37,188
37,105
37,328
37,186
37,160
37,220
37,w19
37,140
37,136
37,64
37,263
37,329
37,86
37,35
37,143
37,95
37,226
37,316
37,77
37,223
37,335
37,197
37,182
37,100
226,97
w18,226
w18,113
w18,201
w18,123
329,w18
329,188
329,27
329,23
329,324
329,49
329,36
329,w14
329,88
329,37
329,52
329,346
329,305
329,50
329,190
329,167
329,278
329,140
329,327
329,313
329,9
329,158
329,183
329,317
329,280
329,24
294,322
294,184
294,80
294,239
294,245
294,78
20,294
270,20
270,15
270,128
270,7
270,69
270,28
270,236
270,17
270,229
270,253
270,18
334,270
334,w5
334,306
334,134
334,291
334,328
334,332
334,318
334,107
334,219
342,334
342,0
342,274
336,218
210,336
210,143
210,295
210,95
344,210
51,344
51,48
51,198
51,82
51,240
51,111
51,164
51,117
51,203
324,51
324,15
276,324
276,331
97,276
97,146
267,97
267,54
267,80
267,334
267,44
267,34
w9,267
w9,254
151,w9
151,17
139,90
139,28
139,30
139,240
184,139
184,258
49,184
49,96
49,275
49,81
w11,49
w11,118
w11,307
106,w11
106,318
106,144
106,132
106,199
289,106
289,w9
289,w0
289,245
289,149
319,289
319,39
319,182
319,297
319,0
319,291
165,319
165,29
