site,winner,63,loser,77
site,winner,170,loser,63
site,winner,170,loser,236
site,winner,165,loser,170
site,winner,165,loser,5
site,winner,165,loser,330
site,winner,322,loser,165
site,winner,322,loser,139
site,winner,322,loser,235
site,winner,2,loser,322
site,winner,89,loser,2
site,winner,89,loser,260
site,winner,154,loser,89
site,winner,154,loser,341
site,winner,154,loser,55
site,winner,154,loser,28
site,winner,154,loser,29
site,winner,122,loser,154
site,winner,122,loser,141
site,winner,122,loser,244
site,winner,122,loser,43
site,winner,122,loser,177
site,winner,122,loser,w19
site,winner,317,loser,122
site,winner,317,loser,255
site,winner,258,loser,317
site,winner,258,loser,34
site,winner,258,loser,265
site,winner,258,loser,174
site,winner,258,loser,315
site,winner,258,loser,49
site,winner,w5,loser,w10
site,winner,332,loser,w5
site,winner,332,loser,30
site,winner,332,loser,160
site,winner,37,loser,332
site,winner,37,loser,144
site,winner,37,loser,199
site,winner,37,loser,77
site,winner,228,loser,37
site,winner,228,loser,36
site,winner,228,loser,250
site,winner,228,loser,150
site,winner,228,loser,254
site,winner,228,loser,306
site,winner,228,loser,163
site,winner,228,loser,330
site,winner,228,loser,38
site,winner,228,loser,191
site,winner,228,loser,328
site,winner,228,loser,261
site,winner,228,loser,136
site,winner,228,loser,234
site,winner,228,loser,25
site,winner,228,loser,182
site,winner,228,loser,103
site,winner,228,loser,123
site,winner,228,loser,159
site,winner,228,loser,134
site,winner,228,loser,220
site,winner,228,loser,178
site,winner,228,loser,244
site,winner,19,loser,76
site,winner,19,loser,328
site,winner,19,loser,323
site,winner,w16,loser,19
site,winner,w16,loser,78
site,winner,w16,loser,149
site,winner,184,loser,w16
site,winner,184,loser,59
site,winner,184,loser,70
site,winner,199,loser,184
site,winner,199,loser,150
site,winner,199,loser,326
site,winner,199,loser,2
site,winner,113,loser,199
site,winner,113,loser,261
site,winner,207,loser,113
site,winner,207,loser,108
site,winner,207,loser,55
site,winner,207,loser,218
site,winner,207,loser,267
site,winner,172,loser,207
site,winner,172,loser,80
site,winner,172,loser,92
site,winner,172,loser,67
site,winner,172,loser,36
site,winner,172,loser,210
site,winner,172,loser,211
site,winner,172,loser,109
site,winner,172,loser,286
site,winner,172,loser,66
site,winner,302,loser,172
site,winner,177,loser,328
site,winner,335,loser,177
site,winner,338,loser,335
site,winner,338,loser,197
site,winner,338,loser,97
site,winner,145,loser,338
site,winner,w9,loser,145
site,winner,w9,loser,332
site,winner,w9,loser,65
site,winner,w9,loser,306
site,winner,w9,loser,224
site,winner,w9,loser,125
site,winner,w9,loser,266
site,winner,w9,loser,213
site,winner,w9,loser,223
site,winner,w9,loser,289
site,winner,w9,loser,24
site,winner,w9,loser,273
site,winner,w9,loser,276
site,winner,w9,loser,248
site,winner,w9,loser,w4
site,winner,w9,loser,321
site,winner,w9,loser,56
site,winner,w9,loser,162
site,winner,w9,loser,305
site,winner,w9,loser,189
site,winner,w9,loser,128
site,winner,w9,loser,207
site,winner,w9,loser,206
site,winner,w9,loser,187
site,winner,w9,loser,29
site,winner,254,loser,63
site,winner,340,loser,254
site,winner,340,loser,136
site,winner,w18,loser,340
site,winner,w18,loser,277
site,winner,w18,loser,61
site,winner,w18,loser,269
site,winner,w18,loser,123
site,winner,w18,loser,w11
site,winner,w18,loser,70
site,winner,w18,loser,149
site,winner,w18,loser,311
site,winner,w18,loser,95
site,winner,w18,loser,5
site,winner,w18,loser,29
site,winner,w18,loser,22
site,winner,w18,loser,283
site,winner,w18,loser,134
site,winner,w18,loser,315
site,winner,w18,loser,222
site,winner,w18,loser,181
site,winner,w18,loser,30
site,winner,w18,loser,21
site,winner,w18,loser,141
site,winner,332,loser,w18
site,winner,332,loser,185
site,winner,332,loser,44
site,winner,158,loser,332
site,winner,158,loser,322
site,winner,37,loser,158
site,winner,37,loser,19
site,winner,209,loser,0
site,winner,199,loser,209
site,winner,106,loser,199
site,winner,106,loser,28
site,winner,106,loser,7
site,winner,106,loser,341
site,winner,106,loser,241
site,winner,106,loser,213
site,winner,106,loser,14
site,winner,106,loser,160
site,winner,106,loser,147
site,winner,106,loser,227
site,winner,106,loser,177
site,winner,106,loser,25
site,winner,106,loser,280
site,winner,106,loser,203
site,winner,106,loser,219
site,winner,106,loser,237
site,winner,106,loser,304
site,winner,231,loser,106
site,winner,231,loser,247
site,winner,231,loser,78
site,winner,231,loser,322
site,winner,231,loser,120
site,winner,231,loser,212
site,winner,231,loser,19
site,winner,231,loser,174
site,winner,231,loser,347
site,winner,231,loser,123
site,winner,231,loser,50
site,winner,231,loser,223
site,winner,121,loser,32
site,winner,121,loser,27
site,winner,89,loser,121
site,winner,89,loser,306
site,winner,89,loser,241
site,winner,89,loser,167
site,winner,89,loser,198
site,winner,89,loser,164
site,winner,89,loser,22
site,winner,89,loser,14
site,winner,89,loser,251
site,winner,89,loser,292
site,winner,89,loser,286
site,winner,89,loser,w19
site,winner,89,loser,122
site,winner,89,loser,49
site,winner,89,loser,313
site,winner,89,loser,134
site,winner,89,loser,235
site,winner,89,loser,153
site,winner,89,loser,61
site,winner,89,loser,315
site,winner,89,loser,98
site,winner,89,loser,160
site,winner,89,loser,37
site,winner,89,loser,41
site,winner,89,loser,w5
site,winner,89,loser,45
site,winner,343,loser,89
